id,codigo,nombre,tipo_recurso_id
1,0101,CUADRILLA,1
2,0201,CONDUCTORES,2
3,0202,TUBERÖAS,2
4,0203,CAJAS DE PASE,2
5,0204,"TOMACORRIENTE E 
INTERRUPTORES",2
6,0205,BANDEJAS PORTACABLES,2
7,0206,VARIOS,2
8,0301,"MµQUINAS Y 
HERRAMIENTAS",3
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
